wbgene,symbol,freq_pre,freq_post,freq_max,coef_pre_mean,coef_post_mean
WBGene00017914,F29A7.4,0.01,0.19,0.19,-3.1548421940483614e-05,0.0025766837710808283
WBGene00219649,linc-55,0.01,0.19,0.19,0.000386997636761276,0.02635751805710951
WBGene00013265,parn-2,0.09,0.19,0.19,0.00312560546939692,-0.0032266241124850044
WBGene00000996,dif-1,0.0,0.19,0.19,0.0,-0.0033947753893098236
WBGene00022402,lmtr-2,0.0,0.19,0.19,0.0,0.0013282664638807021
WBGene00019381,K04C2.3,0.19,0.0,0.19,0.007503320602979638,0.0
WBGene00020443,esyt-2,0.19,0.0,0.19,-0.005884777144119756,0.0
WBGene00000447,ceh-24,0.05,0.19,0.19,-0.004910206737226901,0.01741673155207132
WBGene00014871,Y37H9A.5,0.0,0.19,0.19,0.0,-0.002232887081670143
WBGene00021055,W06A11.4,0.19,0.0,0.19,0.006976899057257,0.0
WBGene00007935,C34E11.2,0.01,0.19,0.19,0.0010928972569010647,-0.009864298796055571
WBGene00022347,Y82E9BR.14,0.0,0.19,0.19,0.0,0.0012678090949541632
WBGene00001202,egl-36,0.0,0.19,0.19,0.0,-0.007654908547532356
WBGene00001040,dnj-22,0.19,0.0,0.19,-0.003922392714064511,0.0
WBGene00009965,frpr-9,0.19,0.18,0.19,0.011397025602999938,-0.006465517262427377
WBGene00011743,T13F2.2,0.0,0.19,0.19,0.0,-0.003049491211337358
WBGene00012459,Y17G7B.3,0.19,0.0,0.19,0.0026246043582701804,0.0
WBGene00000240,pah-1,0.0,0.19,0.19,0.0,-0.0069644134756794915
WBGene00014171,nep-26,0.19,0.0,0.19,-0.006605750054355776,0.0
WBGene00016858,C50H11.13,0.18,0.19,0.19,-0.005277799339979458,-0.005877482094544028
WBGene00235385,Y48G1A.7,0.01,0.19,0.19,-2.927930222920973e-05,-0.004475657296511633
WBGene00001396,fat-4,0.19,0.0,0.19,-0.007986543047025849,0.0
WBGene00021505,Y41D4A.3,0.0,0.19,0.19,0.0,0.018308445742468232
WBGene00004787,sft-1,0.19,0.0,0.19,-0.005050544688168432,0.0
WBGene00006351,sur-5,0.19,0.0,0.19,0.003881492132096851,0.0
WBGene00001752,gst-4,0.19,0.02,0.19,0.022625070304413356,0.0023130260878634606
WBGene00008665,ercc-1,0.01,0.19,0.19,4.062649321807851e-06,0.003315886015783345
WBGene00010709,nol-9,0.0,0.18,0.18,0.0,-0.007139842513987522
WBGene00017683,rbbp-5,0.0,0.18,0.18,0.0,-0.004167156847469579
WBGene00012270,W04G5.10,0.01,0.18,0.18,0.0028729211603438455,-0.00663396196398702
WBGene00003636,nhr-46,0.18,0.0,0.18,0.0020605907526568806,0.0
WBGene00077520,C37A5.11,0.0,0.18,0.18,0.0,0.009666437351459918
WBGene00009939,ztf-11,0.0,0.18,0.18,0.0,0.01686502420793446
WBGene00003805,npp-19,0.0,0.18,0.18,0.0,-0.0017135374932668646
WBGene00016009,C23F12.4,0.18,0.0,0.18,0.0007745009117338813,0.0
WBGene00012481,Y18D10A.11,0.0,0.18,0.18,0.0,-0.006911978027689567
WBGene00021511,Y41D4B.1,0.18,0.04,0.18,0.008994849593112716,-0.0010415700204091244
WBGene00020450,fbxa-10,0.18,0.0,0.18,0.004228035991159037,0.0
WBGene00012245,rbm-25,0.0,0.18,0.18,0.0,0.0004212461923079911
WBGene00015410,tbc-6,0.07,0.18,0.18,0.002648050581979129,-0.004832258884924573
WBGene00015675,C10E2.5,0.01,0.18,0.18,-0.0002804950416558745,-0.007352863171896993
WBGene00015678,mcp-1,0.03,0.18,0.18,2.129757076571485e-05,0.0008124516371132975
WBGene00195068,Y48G8AL.16,0.06,0.18,0.18,0.0019774217848826936,0.009694853019152832
WBGene00017296,F09E10.6,0.18,0.0,0.18,0.008505170126459394,0.0
WBGene00018294,atg-18,0.18,0.01,0.18,0.00151433583251804,-3.089375871962939e-05
WBGene00018680,tsen-54,0.0,0.18,0.18,0.0,0.010555588676116594
WBGene00016325,C32E8.9,0.0,0.17,0.17,0.0,-0.0023815401958555103
WBGene00044463,W09G12.10,0.17,0.0,0.17,-0.005997019825595322,0.0
WBGene00017676,F21F3.7,0.17,0.0,0.17,0.0025709321041917123,0.0
WBGene00010174,F56H9.2,0.0,0.17,0.17,0.0,-0.006437455963291735
WBGene00007978,C36B1.11,0.17,0.05,0.17,0.02064780346370018,0.004148672885073329
WBGene00004994,spp-9,0.17,0.01,0.17,-0.007196043745376955,-3.766117434954039e-05
WBGene00016943,acdh-1,0.0,0.17,0.17,0.0,0.010314411319590482
WBGene00010407,scb-1,0.0,0.17,0.17,0.0,0.0008482059960153353
WBGene00303105,R07E5.19,0.17,0.0,0.17,0.0018096520773366082,0.0
WBGene00021192,Y14H12B.2,0.0,0.17,0.17,0.0,-0.0055155904008175995
WBGene00018762,F53E10.6,0.17,0.0,0.17,-0.0037586641372793815,0.0
WBGene00021816,Y53G8AR.9,0.17,0.01,0.17,0.004552650820350284,9.442680822165019e-05
WBGene00016268,C30G4.2,0.17,0.02,0.17,-0.00965457675008357,0.0007722971682247578
WBGene00016607,C43E11.9,0.17,0.0,0.17,-0.008796624612921702,0.0
WBGene00219721,linc-104,0.17,0.0,0.17,0.014495234954921722,0.0
WBGene00003038,lin-56,0.0,0.17,0.17,0.0,0.0030905025336223006
WBGene00012767,fcd-2,0.0,0.17,0.17,0.0,-0.0052512379050635195
WBGene00015336,C02D5.2,0.0,0.17,0.17,0.0,-0.004186723851783382
WBGene00003565,ncs-3,0.0,0.17,0.17,0.0,-0.008482504764546444
WBGene00007785,tofu-1,0.01,0.17,0.17,0.00039747794275429556,0.004822961708060275
WBGene00001620,glt-1,0.17,0.0,0.17,0.008483697183911234,0.0
WBGene00006460,ppm-1.A,0.17,0.04,0.17,0.0007014560515309426,0.00013825683665510797
WBGene00001935,his-61,0.0,0.17,0.17,0.0,0.025789914528359402
WBGene00013201,dus-2,0.0,0.17,0.17,0.0,0.003034830808536353
WBGene00008398,D2005.3,0.17,0.0,0.17,0.001152357585103246,0.0
WBGene00021784,cogc-4,0.0,0.16,0.16,0.0,-0.0021001148407411192
WBGene00010072,F54F12.1,0.16,0.0,0.16,-0.006096716191990936,0.0
WBGene00002198,kin-14,0.16,0.0,0.16,-0.0054259368451451805,0.0
WBGene00019480,K07C11.8,0.16,0.01,0.16,0.0018972603065398694,8.96169819715616e-06
WBGene00019025,srb-16,0.0,0.16,0.16,0.0,-0.007358837252855842
WBGene00004831,slo-2,0.0,0.16,0.16,0.0,0.0015469722245359855
WBGene00000408,cdk-7,0.16,0.0,0.16,0.0017713386036516416,0.0
WBGene00164969,K09C8.9,0.0,0.16,0.16,0.0,0.01393603218757982
WBGene00015048,faah-2,0.0,0.16,0.16,0.0,-0.0026831994112712144
WBGene00013720,Y106G6H.8,0.14,0.16,0.16,0.0007215105187163915,0.0007731618994483802
WBGene00011704,sdz-31,0.16,0.0,0.16,0.01400237546158298,0.0
WBGene00019801,aak-1,0.0,0.16,0.16,0.0,0.01498640044127489
WBGene00001990,hot-5,0.16,0.0,0.16,-0.007093010052832474,0.0
WBGene00021613,ttc-37,0.16,0.0,0.16,0.0074814244307160735,0.0
WBGene00013212,Y54G11A.1,0.0,0.16,0.16,0.0,0.01593034694646013
WBGene00019215,H20E11.3,0.0,0.16,0.16,0.0,0.011432808043374423
WBGene00016277,C30G12.6,0.0,0.16,0.16,0.0,-0.011242446051063424
WBGene00012652,Y39A1A.14,0.16,0.01,0.16,-0.00790366515683918,-0.00035406588027797067
WBGene00007942,idh-2,0.01,0.16,0.16,-1.2454493589839348e-05,0.002217195296310921
WBGene00008476,E03H4.8,0.0,0.16,0.16,0.0,-0.0031051254098493617
WBGene00016362,C33G8.4,0.16,0.0,0.16,0.015618736685684816,0.0
WBGene00000606,col-17,0.16,0.01,0.16,-0.0054424777175981235,0.00031030266816017474
WBGene00198393,K03A1.10,0.03,0.16,0.16,-0.0007118472236171532,-0.005436391511118405
WBGene00004422,rpl-11.1,0.0,0.16,0.16,0.0,0.004569660980797741
WBGene00011888,cutl-15,0.16,0.0,0.16,0.0055258154712110995,0.0
WBGene00017724,F22F7.7,0.16,0.07,0.16,0.0014221142732026302,0.0004863229112788914
WBGene00002348,myo-1,0.0,0.16,0.16,0.0,-0.009736044991483042
WBGene00022270,Y73E7A.3,0.16,0.0,0.16,-0.010053267921471662,0.0
WBGene00003911,pak-1,0.16,0.0,0.16,-0.008034490719334065,0.0
WBGene00001993,hpd-1,0.05,0.16,0.16,-0.0007987723879517353,-0.0037484901166311936
WBGene00020366,acdh-10,0.0,0.16,0.16,0.0,-0.0020941242972371894
WBGene00017535,atf-8,0.0,0.16,0.16,0.0,-0.007016871553084879
WBGene00000391,cdd-1,0.16,0.0,0.16,0.013789537881626648,0.0
WBGene00010357,H03A11.2,0.0,0.16,0.16,0.0,-0.003925452318533976
WBGene00011398,qdpr-1,0.0,0.16,0.16,0.0,0.014011843155876993
WBGene00001833,hcp-6,0.02,0.16,0.16,-0.0005605064341592002,0.01585319859569214
WBGene00048999,21ur-4663,0.16,0.0,0.16,0.010202942830401771,0.0
WBGene00050931,F59B2.14,0.15,0.01,0.15,-0.005747712048222862,0.00022937425557456646
WBGene00021073,nol-2,0.15,0.01,0.15,-0.004921595411202027,0.0002594177115046763
WBGene00050943,ZC412.10,0.15,0.0,0.15,-0.007671632586280845,0.0
WBGene00012268,W04G5.8,0.15,0.01,0.15,0.013801405400770083,3.2436364685216405e-05
WBGene00002120,ins-37,0.15,0.02,0.15,0.008859640770086453,0.0005799680959183632
WBGene00011039,R05H5.4,0.0,0.15,0.15,0.0,-0.003775286242691761
WBGene00008404,D2013.6,0.15,0.0,0.15,-0.0006895729203320015,0.0
WBGene00018830,ska-3,0.0,0.15,0.15,0.0,-0.003724216728378308
WBGene00013402,Y62H9A.14,0.0,0.15,0.15,0.0,0.007781666364872999
WBGene00017963,F31F4.17,0.15,0.0,0.15,0.017086071495503282,0.0
WBGene00018230,mage-1,0.15,0.0,0.15,0.003227569998419036,0.0
WBGene00006662,twk-7,0.0,0.15,0.15,0.0,0.013591210358899108
WBGene00006635,tsp-9,0.0,0.15,0.15,0.0,-0.0038346434857005813
WBGene00008375,D1054.8,0.0,0.15,0.15,0.0,0.009637879778777213
WBGene00044667,ZK622.5,0.03,0.15,0.15,0.002328030775912301,-0.004419703786204825
WBGene00014210,ZK1067.4,0.15,0.0,0.15,-0.005222728503627641,0.0
WBGene00014054,dbt-1,0.0,0.15,0.15,0.0,0.01373302682899438
WBGene00021326,Y34B4A.10,0.15,0.0,0.15,-0.004527213611986627,0.0
WBGene00012754,Y41C4A.7,0.15,0.03,0.15,-0.009513789767402034,0.0017938061292749824
WBGene00001042,dnj-24,0.15,0.02,0.15,0.008075375964760012,0.00045753619994132096
WBGene00010878,M05D6.5,0.15,0.01,0.15,0.0019068161186447364,-1.8540413395642586e-05
WBGene00013836,fbxa-29,0.15,0.0,0.15,-0.006085106722048831,0.0
WBGene00006642,tsp-16,0.0,0.15,0.15,0.0,-0.004348451796477101
WBGene00013918,C12C8.t6,0.0,0.15,0.15,0.0,-0.0023766651101336804
WBGene00007909,C34B4.4,0.15,0.0,0.15,-0.006606845511821601,0.0
WBGene00003789,npp-3,0.15,0.0,0.15,0.003328039679349229,0.0
WBGene00006862,pnk-4,0.0,0.15,0.15,0.0,-0.0035142584607067047
WBGene00004350,rgs-7,0.0,0.15,0.15,0.0,-0.005243893167891166
WBGene00050941,C33F10.14,0.15,0.0,0.15,0.0028580982440699985,0.0
WBGene00003618,nhr-19,0.0,0.15,0.15,0.0,-0.00319972210435362
WBGene00020169,mmaa-1,0.15,0.01,0.15,0.0037173209987351775,4.82097935998921e-05
WBGene00017986,F32D1.7,0.15,0.04,0.15,0.013958920815789541,0.0029558467777231695
WBGene00006945,wars-1,0.07,0.15,0.15,-0.0008319293821336199,0.003233278954399756
WBGene00013216,Y54G11A.7,0.0,0.15,0.15,0.0,-0.00205269982795812
WBGene00022073,Y67D8C.9,0.04,0.15,0.15,0.0011577346522860777,-0.00448755260822469
WBGene00006388,taf-7.1,0.03,0.15,0.15,0.003043225198724099,0.016515010211632538
WBGene00010470,cdr-4,0.0,0.15,0.15,0.0,-0.0025181142928504424
WBGene00009059,chw-1,0.0,0.14,0.14,0.0,-0.011359050341640335
WBGene00000220,atf-2,0.0,0.14,0.14,0.0,0.013838470705387856
WBGene00004949,sox-2,0.0,0.14,0.14,0.0,0.01088222686285429
WBGene00008765,ttx-7,0.14,0.02,0.14,0.00039171849591438583,0.0017935539480608818
WBGene00021524,Y41D4B.24,0.14,0.0,0.14,-0.0055887833007695654,0.0
WBGene00009293,F31D4.8,0.14,0.0,0.14,0.012128368992942354,0.0
WBGene00013369,Y60A9.2,0.14,0.0,0.14,0.013482873163939748,0.0
WBGene00008267,C53A5.9,0.04,0.14,0.14,-0.0009256473497799967,-0.002651954268485914
WBGene00010077,F55A11.4,0.0,0.14,0.14,0.0,-0.0057792108774151205
WBGene00018625,prp-17,0.0,0.14,0.14,0.0,-0.0016579850277095019
WBGene00022176,Y71H2AM.11,0.14,0.0,0.14,0.0027465391811030766,0.0
WBGene00015497,nhr-76,0.14,0.03,0.14,-0.008839129581706415,-0.0017199271262367441
WBGene00018579,acs-16,0.0,0.14,0.14,0.0,0.010909147840595122
WBGene00008749,plpp-1.3,0.14,0.0,0.14,0.006566250031684085,0.0
WBGene00044535,K11D12.13,0.0,0.14,0.14,0.0,0.009217923229682743
WBGene00010558,ptp-4,0.01,0.14,0.14,0.00019744829670187338,-0.006588866912804842
WBGene00006383,taf-2,0.14,0.03,0.14,0.003890951668648363,0.00023214785483772606
WBGene00008724,F13A7.1,0.0,0.14,0.14,0.0,-0.006215632337588853
WBGene00022281,abtm-1,0.0,0.14,0.14,0.0,-0.0020990336960943655
WBGene00007185,nlp-36,0.14,0.0,0.14,0.008365689881008715,0.0
WBGene00173447,21ur-12495,0.14,0.01,0.14,-0.004995646988959842,0.0014895690838973334
WBGene00015535,C06E4.6,0.0,0.14,0.14,0.0,0.012622730480355648
WBGene00010814,M01F1.8,0.14,0.0,0.14,-0.002015050624514205,0.0
WBGene00006479,tmbi-4,0.0,0.14,0.14,0.0,-0.0005174925099550431
WBGene00012584,ceh-100,0.0,0.14,0.14,0.0,0.002643109798349948
WBGene00194707,C53A5.17,0.14,0.0,0.14,-0.0035816560438022872,0.0
WBGene00021060,dct-11,0.04,0.14,0.14,0.00686939610697653,0.018686516400255735
WBGene00006671,twk-17,0.0,0.14,0.14,0.0,-0.003321583221929254
WBGene00010375,H09F14.1,0.01,0.14,0.14,0.00038597193763011036,0.0059894267606409556
WBGene00015329,C02B10.4,0.14,0.01,0.14,0.003053611851230733,-4.717024790413655e-05
WBGene00015824,C16B8.4,0.0,0.14,0.14,0.0,0.006519550361292362
WBGene00022569,ZC239.6,0.0,0.14,0.14,0.0,0.0004024820042639975
WBGene00006997,zyg-12,0.14,0.0,0.14,0.0027821321476945516,0.0
WBGene00021740,Y50D4B.1,0.03,0.14,0.14,0.0004424408972186546,0.007685204597813896
WBGene00020138,T01B11.1,0.14,0.04,0.14,-0.004447022221211227,0.003223110567513039
WBGene00019462,ccm-2,0.14,0.01,0.14,0.006303347564222596,-0.0005008125918998051
WBGene00018161,F38A5.2,0.14,0.0,0.14,0.0007911139475577649,0.0
WBGene00021768,Y51F10.7,0.0,0.14,0.14,0.0,0.0071618040290650446
WBGene00021036,W05F2.4,0.14,0.0,0.14,0.011299288387791526,0.0
WBGene00010608,K07A1.1,0.14,0.01,0.14,-0.0024453387954490673,0.0009077381784162035
WBGene00016568,C41G11.1,0.14,0.0,0.14,-0.005248170983370949,0.0
WBGene00043302,F32D8.11,0.0,0.14,0.14,0.0,0.006444283078916959
WBGene00016139,ntl-9,0.0,0.13,0.13,0.0,-0.001966703804070956
WBGene00002804,let-630,0.0,0.13,0.13,0.0,0.002183726500884724
WBGene00004929,soc-2,0.0,0.13,0.13,0.0,-0.0012792836334903487
WBGene00021180,Y9C9A.13,0.0,0.13,0.13,0.0,-0.004276819534402846
WBGene00019200,H14E04.3,0.0,0.13,0.13,0.0,-0.004372150913305871
WBGene00006504,kcc-1,0.13,0.0,0.13,0.01586117826283295,0.0
WBGene00013662,Y105C5B.25,0.13,0.0,0.13,0.010314033848489374,0.0
WBGene00002130,inx-8,0.13,0.01,0.13,0.019111611985244355,0.0006407193586706872
WBGene00016988,CD4.1,0.02,0.13,0.13,-0.0005406950697986683,-0.0027131236124902547
WBGene00011990,T24D5.2,0.13,0.02,0.13,0.0062244321788536665,0.0009431063621934831
WBGene00018675,F52C9.5,0.02,0.13,0.13,-9.669709423867813e-05,0.006694643040992038
WBGene00003055,lon-1,0.13,0.0,0.13,-0.005996990858690584,0.0
WBGene00015427,C04E6.13,0.06,0.13,0.13,-0.0026859392466549305,0.012354003813492205
WBGene00000907,daf-11,0.13,0.0,0.13,0.010132297573503646,0.0
WBGene00013852,hhat-1,0.13,0.03,0.13,0.016221282144898482,-0.0006772370738417611
WBGene00009126,pyk-1,0.13,0.02,0.13,0.0001771543244825954,1.2671587783910084e-05
WBGene00014089,ZK822.1,0.13,0.02,0.13,-0.0062929300013913865,0.0006141568295852544
WBGene00000108,alh-2,0.03,0.13,0.13,-0.0006038733137518224,0.011044099575369564
WBGene00015282,C01B10.8,0.0,0.13,0.13,0.0,0.007250503415485148
WBGene00017641,csr-1,0.01,0.13,0.13,0.00033316841167485816,-0.006438728096900686
WBGene00016978,C56G2.3,0.13,0.1,0.13,-0.004269008849335043,-0.0026919818428101615
WBGene00008371,D1054.3,0.13,0.02,0.13,0.0005636190886995753,0.0001801939420794503
WBGene00021436,Y39A3B.1,0.01,0.13,0.13,0.00010938895959897686,0.009777124798698121
WBGene00012696,reps-1,0.0,0.13,0.13,0.0,0.008077997601700047
WBGene00016017,C23G10.11,0.13,0.02,0.13,0.014893105440801673,-0.00038798813881867213
WBGene00015752,C14B9.2,0.13,0.04,0.13,0.009488363623660978,-0.0015687274153334998
WBGene00012177,decr-1.2,0.13,0.0,0.13,0.01783236730000834,0.0
WBGene00019609,K10B3.1,0.13,0.0,0.13,-0.006667438302313771,0.0
WBGene00045078,C46C2.7,0.13,0.0,0.13,-0.002962102252807024,0.0
WBGene00008789,F14D7.2,0.0,0.13,0.13,0.0,-0.006744754152202931
WBGene00020224,T05A7.7,0.03,0.13,0.13,-0.0008805381546800342,0.02123187656085485
WBGene00012347,W08G11.3,0.03,0.13,0.13,0.00033825270465805054,0.001846110827452955
WBGene00009042,F22B5.4,0.0,0.13,0.13,0.0,-0.002939880022716696
WBGene00044262,Y95D11A.2,0.13,0.02,0.13,-0.005578332567660989,-0.00046138366238368056
WBGene00015492,lnp-1,0.12,0.0,0.12,-0.004379263427267628,0.0
WBGene00016955,perm-5,0.0,0.12,0.12,0.0,-0.003997622681482815
WBGene00003993,pgl-2,0.12,0.0,0.12,-0.0031354561499015022,0.0
WBGene00007124,B0250.7,0.03,0.12,0.12,-0.0005772933125682013,-0.003605500193508237
WBGene00008419,wdr-23,0.12,0.0,0.12,0.00115734785992767,0.0
WBGene00020426,T10H10.2,0.12,0.01,0.12,0.009348005623287475,-0.0015835645421159242
WBGene00020349,T08B2.11,0.12,0.0,0.12,-0.005138928724097466,0.0
WBGene00008019,C38H2.2,0.0,0.12,0.12,0.0,-0.0012481596971638943
WBGene00011725,lips-5,0.02,0.12,0.12,0.0010499089753320395,-0.002894132905465653
WBGene00003638,nhr-48,0.05,0.12,0.12,0.0006083798529383868,-0.0024362925970017133
WBGene00014090,ZK822.2,0.12,0.02,0.12,-0.001980510317093219,0.0003816385606547923
WBGene00198814,F31C3.15,0.02,0.12,0.12,0.0004966435151087236,-0.002040851836798288
WBGene00009218,acs-20,0.12,0.01,0.12,0.01114716190296506,-0.0003491855617737033
WBGene00009286,zipt-1,0.12,0.0,0.12,-0.00142627831595989,0.0
WBGene00020781,T24H7.2,0.0,0.12,0.12,0.0,-0.0013405536376896684
WBGene00001615,glr-4,0.12,0.0,0.12,0.0028276442375368815,0.0
WBGene00077439,F55B12.10,0.0,0.12,0.12,0.0,0.007910821359325734
WBGene00018305,exos-8,0.12,0.0,0.12,-0.0024754908717384287,0.0
WBGene00010879,taap-1,0.12,0.03,0.12,0.0005839868408012949,-5.017367240430178e-05
WBGene00012964,Y48A6B.3,0.12,0.0,0.12,-0.004320675359965885,0.0
WBGene00018700,lmd-3,0.04,0.12,0.12,8.90145664876288e-05,0.00018873300873290812
WBGene00016592,erl-1,0.12,0.0,0.12,-0.0022657560801248385,0.0
WBGene00013509,Y71A12B.12,0.0,0.12,0.12,0.0,-0.0019914670925442056
WBGene00001159,eff-1,0.02,0.12,0.12,-0.001327058205257399,0.008725914895924405
WBGene00022174,slc-30A9,0.04,0.12,0.12,0.0014932029422191585,-0.003558972406882712
WBGene00015217,tes-1,0.12,0.0,0.12,0.0038367176297038454,0.0
WBGene00000256,bli-6,0.0,0.12,0.12,0.0,-0.005361246848657734
WBGene00008548,F07A11.5,0.0,0.12,0.12,0.0,-0.004493112063987119
WBGene00021046,sedl-1,0.12,0.01,0.12,0.0009055868611839908,-3.5209803886717664e-06
WBGene00012738,eif-3.J,0.12,0.0,0.12,-0.0013573514339194307,0.0
WBGene00020135,aakg-4,0.12,0.0,0.12,-0.0024654437437627314,0.0
WBGene00011263,R13H4.5,0.08,0.12,0.12,0.001333364387569742,0.00572984870002559
WBGene00044495,Y54G2A.40,0.12,0.0,0.12,-0.003013066567757917,0.0
WBGene00018923,eme-1,0.0,0.12,0.12,0.0,-0.002430388027479689
WBGene00235158,Y37E3.30,0.12,0.0,0.12,-0.005625732308389111,0.0
WBGene00017815,F26B1.1,0.04,0.12,0.12,-0.0008240898908630714,0.008410951330202903
WBGene00185014,F17C8.9,0.12,0.0,0.12,-0.0030400496426035493,0.0
WBGene00010834,mct-3,0.0,0.12,0.12,0.0,0.004197194213108285
WBGene00004400,rom-1,0.04,0.12,0.12,0.0010394357914923081,0.005192446047810944
WBGene00004411,rpc-1,0.0,0.12,0.12,0.0,-0.0032853786503605435
WBGene00015389,scav-1,0.0,0.12,0.12,0.0,-0.001870872057302313
WBGene00006495,cpna-1,0.12,0.0,0.12,-0.005419282022412308,0.0
WBGene00019489,K07E1.1,0.12,0.0,0.12,-0.002954987653417801,0.0
WBGene00009177,F26H9.5,0.12,0.0,0.12,0.005208072382281112,0.0
WBGene00006618,trt-1,0.0,0.12,0.12,0.0,-0.002897320498132788
WBGene00016872,dop-4,0.12,0.0,0.12,0.010307710516373563,0.0
WBGene00000051,acr-12,0.0,0.12,0.12,0.0,0.0021618666353181415
WBGene00018282,F41D9.2,0.0,0.12,0.12,0.0,0.005512506210453983
WBGene00017775,F25B5.3,0.12,0.04,0.12,0.000561156677544466,0.00011440100645401859
WBGene00235279,Y67D8C.22,0.12,0.0,0.12,0.008981402485117534,0.0
WBGene00014149,fbxb-70,0.0,0.12,0.12,0.0,-0.003681352145778681
WBGene00020300,ssna-1,0.12,0.0,0.12,-0.0031068947338528667,0.0
WBGene00235256,Y54G11A.19,0.0,0.12,0.12,0.0,0.009566430081398918
WBGene00011794,nep-21,0.0,0.11,0.11,0.0,0.002802384088787761
WBGene00010053,F54D5.9,0.0,0.11,0.11,0.0,0.004214809907846394
WBGene00000424,ced-10,0.03,0.11,0.11,0.00031539287687905424,0.001579180027081199
WBGene00007885,ugt-21,0.0,0.11,0.11,0.0,-0.0037919523732872205
WBGene00001134,eat-3,0.11,0.0,0.11,0.000421400322303004,0.0
WBGene00003043,lip-1,0.11,0.0,0.11,0.001119279051448262,0.0
WBGene00006794,unc-60,0.0,0.11,0.11,0.0,-0.0009973357229958882
WBGene00021843,Y54E10BR.4,0.11,0.0,0.11,-0.0017739813428778665,0.0
WBGene00007246,nspb-10,0.0,0.11,0.11,0.0,-0.0022035132809292927
WBGene00000627,col-50,0.11,0.04,0.11,-0.004058605838535083,0.0009927333389862826
WBGene00016933,C54G7.1,0.0,0.11,0.11,0.0,-0.004457569496184979
WBGene00009354,ilkp-1,0.11,0.0,0.11,0.006870628824811527,0.0
WBGene00016269,C30G4.4,0.11,0.0,0.11,0.01100876086945741,0.0
WBGene00011495,T05F1.11,0.11,0.0,0.11,-0.003998541697463595,0.0
WBGene00012219,W03C9.1,0.0,0.11,0.11,0.0,-0.005136795287743633
WBGene00008570,kcnl-2,0.02,0.11,0.11,0.00010998999317183256,0.002571415178558745
WBGene00044745,Y62E10A.20,0.0,0.11,0.11,0.0,-0.004288088539587811
WBGene00004753,sec-8,0.01,0.11,0.11,0.000766193501260285,-0.0014076354448855626
WBGene00200756,H01A20.4,0.0,0.11,0.11,0.0,-0.003150739795218358
WBGene00008094,C44H4.4,0.0,0.11,0.11,0.0,0.008424202481723805
WBGene00000044,acr-5,0.02,0.11,0.11,-0.0006980583595040243,0.008429475718848325
WBGene00010320,F59B10.4,0.11,0.0,0.11,0.010953189234597644,0.0
WBGene00001043,dnj-25,0.11,0.0,0.11,0.004037818059222903,0.0
WBGene00006615,trp-2,0.11,0.01,0.11,-0.003018096606587618,-0.00032502532397101413
WBGene00002115,ins-32,0.0,0.11,0.11,0.0,0.015373708229462301
WBGene00011264,R13H4.6,0.0,0.11,0.11,0.0,0.011808397915188317
WBGene00012204,mfn-1,0.0,0.11,0.11,0.0,-0.0015475431770785141
WBGene00004958,spe-4,0.11,0.01,0.11,-0.0033049684438575706,-3.507190309381454e-05
WBGene00235257,T05C7.4,0.0,0.11,0.11,0.0,-0.004658720427161514
WBGene00003797,npp-11,0.0,0.11,0.11,0.0,-0.0012517963449983599
WBGene00017356,F10E9.4,0.11,0.0,0.11,0.001397322663775328,0.0
WBGene00016840,C50F2.7,0.02,0.11,0.11,0.0005619834186040779,-0.005112755576447593
WBGene00017786,F25E5.5,0.11,0.0,0.11,0.004114372677423142,0.0
WBGene00008957,glb-13,0.0,0.11,0.11,0.0,0.0038380715488711024
WBGene00044204,suds-3,0.11,0.0,0.11,-0.004289930942875746,0.0
WBGene00004296,rad-50,0.11,0.0,0.11,-0.0017719348867103718,0.0
WBGene00011310,T01B4.3,0.11,0.01,0.11,-0.004738458006356784,-0.00010101622119665516
WBGene00012105,T27F6.6,0.0,0.11,0.11,0.0,-0.0007943246306064406
WBGene00195393,F28E10.6,0.11,0.0,0.11,-0.0034295228041019993,0.0
WBGene00006874,vab-8,0.11,0.0,0.11,-0.004686811308190438,0.0
WBGene00013737,tpst-1,0.0,0.11,0.11,0.0,-0.0020129993837720143
WBGene00013717,madf-10,0.0,0.11,0.11,0.0,-0.001579240751590954
WBGene00000286,cal-2,0.11,0.03,0.11,0.0034510480733184546,0.00039550824090145876
WBGene00016547,C40A11.4,0.0,0.11,0.11,0.0,0.006212465813079855
WBGene00003813,nrf-6,0.11,0.0,0.11,-0.0037352138609963175,0.0
WBGene00016523,C39B5.5,0.11,0.01,0.11,0.008924720137344527,0.0003326836028729209
WBGene00013195,Y54E2A.10,0.0,0.11,0.11,0.0,0.008057266006992178
WBGene00006701,ubc-1,0.01,0.11,0.11,-4.0106177603877635e-05,0.0004169616271194764
WBGene00016435,C35B1.5,0.0,0.11,0.11,0.0,0.0008570668554711454
WBGene00006331,sup-26,0.05,0.11,0.11,0.00015394559451859842,0.0013230159294810489
