Source,Target,Type,SynapseCount,SourceFile,Relatedness
I1R , NSMR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,13.0
I1R , pm1vr         ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
I1R , pm3vr         ,chemical,5,herm_full_edgelist_MODIFIED.csv,17.0
I1R , pm4d          ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
I1R , pm4vr         ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
I1R , pm5vr         ,chemical,1,herm_full_edgelist_MODIFIED.csv,15.0
I2L , I1L           ,chemical,2,herm_full_edgelist_MODIFIED.csv,15.0
I2L , I2R           ,chemical,3,herm_full_edgelist_MODIFIED.csv,17.0
I2L , I4            ,chemical,13,herm_full_edgelist_MODIFIED.csv,17.0
I2L , I5            ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
I2L , M1            ,chemical,1,herm_full_edgelist_MODIFIED.csv,15.0
I2L , NSML          ,chemical,14,herm_full_edgelist_MODIFIED.csv,9.0
I2L , NSMR          ,chemical,24,herm_full_edgelist_MODIFIED.csv,18.0
I2L , pm3vl         ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
I2L , pm4vl         ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
I2L , pm5d          ,chemical,1,herm_full_edgelist_MODIFIED.csv,1.0
I2L , pm5vl         ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
I2L , pm5vr         ,chemical,1,herm_full_edgelist_MODIFIED.csv,13.0
I2R , I1R           ,chemical,1,herm_full_edgelist_MODIFIED.csv,16.0
I2R , I2L           ,chemical,3,herm_full_edgelist_MODIFIED.csv,19.0
I2R , I4            ,chemical,20,herm_full_edgelist_MODIFIED.csv,19.0
I2R , I5            ,chemical,2,herm_full_edgelist_MODIFIED.csv,19.0
I2R , M1            ,chemical,3,herm_full_edgelist_MODIFIED.csv,19.0
I2R , M2R           ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
I2R , M3R           ,chemical,2,herm_full_edgelist_MODIFIED.csv,15.0
I2R , M4            ,chemical,3,herm_full_edgelist_MODIFIED.csv,17.0
I2R , MCL           ,chemical,1,herm_full_edgelist_MODIFIED.csv,4.0
I2R , NSML          ,chemical,34,herm_full_edgelist_MODIFIED.csv,10.0
I2R , NSMR          ,chemical,7,herm_full_edgelist_MODIFIED.csv,18.0
I2R , pm1vr         ,chemical,1,herm_full_edgelist_MODIFIED.csv,19.0
I2R , pm3vr         ,chemical,1,herm_full_edgelist_MODIFIED.csv,16.0
I2R , pm4d          ,chemical,2,herm_full_edgelist_MODIFIED.csv,19.0
I2R , pm4vl         ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
I2R , pm5vl         ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
I2R , pm5vr         ,chemical,4,herm_full_edgelist_MODIFIED.csv,19.0
I3 , I1L           ,chemical,1,herm_full_edgelist_MODIFIED.csv,19.0
I3 , I5            ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
I3 , I6            ,chemical,1,herm_full_edgelist_MODIFIED.csv,14.0
I3 , M1            ,chemical,2,herm_full_edgelist_MODIFIED.csv,4.0
I3 , M2L           ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
I3 , M3L           ,chemical,2,herm_full_edgelist_MODIFIED.csv,16.0
I3 , M3R           ,chemical,2,herm_full_edgelist_MODIFIED.csv,16.0
I3 , M4            ,chemical,2,herm_full_edgelist_MODIFIED.csv,19.0
I3 , MCL           ,chemical,1,herm_full_edgelist_MODIFIED.csv,9.0
I3 , MCR           ,chemical,2,herm_full_edgelist_MODIFIED.csv,13.0
I3 , MI            ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
I3 , NSMR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
I3 , pm4d          ,chemical,2,herm_full_edgelist_MODIFIED.csv,8.0
I3 , pm5d          ,chemical,4,herm_full_edgelist_MODIFIED.csv,18.0
I4 , I2R           ,chemical,7,herm_full_edgelist_MODIFIED.csv,15.0
I4 , I5            ,chemical,2,herm_full_edgelist_MODIFIED.csv,9.0
I4 , M2L           ,chemical,5,herm_full_edgelist_MODIFIED.csv,17.0
I4 , M3L           ,chemical,6,herm_full_edgelist_MODIFIED.csv,13.0
I4 , M3R           ,chemical,22,herm_full_edgelist_MODIFIED.csv,18.0
I4 , MI            ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
I4 , NSML          ,chemical,8,herm_full_edgelist_MODIFIED.csv,16.0
I4 , NSMR          ,chemical,15,herm_full_edgelist_MODIFIED.csv,14.0
I4 , pm4d          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
I4 , pm5vl         ,chemical,11,herm_full_edgelist_MODIFIED.csv,14.0
I4 , pm5vr         ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
I5 , I1L           ,chemical,2,herm_full_edgelist_MODIFIED.csv,13.0
I5 , I2L           ,chemical,3,herm_full_edgelist_MODIFIED.csv,12.0
I5 , I2R           ,chemical,1,herm_full_edgelist_MODIFIED.csv,16.0
I5 , I3            ,chemical,1,herm_full_edgelist_MODIFIED.csv,11.0
I5 , I4            ,chemical,7,herm_full_edgelist_MODIFIED.csv,15.0
I5 , M1            ,chemical,3,herm_full_edgelist_MODIFIED.csv,11.0
I5 , M2L           ,chemical,4,herm_full_edgelist_MODIFIED.csv,17.0
I5 , M3L           ,chemical,4,herm_full_edgelist_MODIFIED.csv,17.0
I5 , M3R           ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
I5 , M4            ,chemical,19,herm_full_edgelist_MODIFIED.csv,17.0
I5 , MI            ,chemical,4,herm_full_edgelist_MODIFIED.csv,17.0
I5 , NSML          ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
I5 , NSMR          ,chemical,5,herm_full_edgelist_MODIFIED.csv,17.0
I5 , pm5vl         ,chemical,4,herm_full_edgelist_MODIFIED.csv,17.0
I5 , pm5vr         ,chemical,14,herm_full_edgelist_MODIFIED.csv,18.0
I6 , I1R           ,chemical,1,herm_full_edgelist_MODIFIED.csv,5.0
I6 , I2L           ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
I6 , I2R           ,chemical,4,herm_full_edgelist_MODIFIED.csv,18.0
I6 , I3            ,chemical,12,herm_full_edgelist_MODIFIED.csv,14.0
I6 , M3L           ,chemical,10,herm_full_edgelist_MODIFIED.csv,18.0
I6 , M4            ,chemical,15,herm_full_edgelist_MODIFIED.csv,17.0
I6 , NSML          ,chemical,24,herm_full_edgelist_MODIFIED.csv,15.0
I6 , NSMR          ,chemical,23,herm_full_edgelist_MODIFIED.csv,17.0
I6 , pm5d          ,chemical,13,herm_full_edgelist_MODIFIED.csv,18.0
M1 , I2L           ,chemical,3,herm_full_edgelist_MODIFIED.csv,18.0
M1 , I2R           ,chemical,2,herm_full_edgelist_MODIFIED.csv,
M1 , I3            ,chemical,8,herm_full_edgelist_MODIFIED.csv,
M1 , I4            ,chemical,1,herm_full_edgelist_MODIFIED.csv,
M1 , I5            ,chemical,2,herm_full_edgelist_MODIFIED.csv,
M1 , MI            ,chemical,6,herm_full_edgelist_MODIFIED.csv,14.0
M1 , NSML          ,chemical,2,herm_full_edgelist_MODIFIED.csv,14.0
M1 , pm2d          ,chemical,1,herm_full_edgelist_MODIFIED.csv,12.0
M1 , pm3vl         ,chemical,1,herm_full_edgelist_MODIFIED.csv,
M1 , pm4d          ,chemical,1,herm_full_edgelist_MODIFIED.csv,
M1 , pm5d          ,chemical,3,herm_full_edgelist_MODIFIED.csv,
M2L , I3            ,chemical,2,herm_full_edgelist_MODIFIED.csv,13.0
M2L , I4            ,chemical,8,herm_full_edgelist_MODIFIED.csv,18.0
M2L , I5            ,chemical,2,herm_full_edgelist_MODIFIED.csv,16.0
M2L , M3L           ,chemical,3,herm_full_edgelist_MODIFIED.csv,12.0
M2L , M3R           ,chemical,1,herm_full_edgelist_MODIFIED.csv,
M2L , pm4d          ,chemical,3,herm_full_edgelist_MODIFIED.csv,
M2L , pm4vl         ,chemical,9,herm_full_edgelist_MODIFIED.csv,14.0
M2L , pm5d          ,chemical,2,herm_full_edgelist_MODIFIED.csv,14.0
M2L , pm5vl         ,chemical,21,herm_full_edgelist_MODIFIED.csv,14.0
M2R , I4            ,chemical,1,herm_full_edgelist_MODIFIED.csv,16.0
M2R , I5            ,chemical,3,herm_full_edgelist_MODIFIED.csv,12.0
M2R , M3L           ,chemical,2,herm_full_edgelist_MODIFIED.csv,
M2R , M3R           ,chemical,1,herm_full_edgelist_MODIFIED.csv,
M2R , NSMR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,16.0
M2R , pm4d          ,chemical,3,herm_full_edgelist_MODIFIED.csv,18.0
M2R , pm4vr         ,chemical,3,herm_full_edgelist_MODIFIED.csv,14.0
M2R , pm5vr         ,chemical,12,herm_full_edgelist_MODIFIED.csv,16.0
M3L , NSML          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
M3L , pm4d          ,chemical,17,herm_full_edgelist_MODIFIED.csv,
M3L , pm4vl         ,chemical,6,herm_full_edgelist_MODIFIED.csv,
M3L , pm5d          ,chemical,4,herm_full_edgelist_MODIFIED.csv,12.0
M3L , pm5vl         ,chemical,2,herm_full_edgelist_MODIFIED.csv,12.0
M3R , M4            ,chemical,2,herm_full_edgelist_MODIFIED.csv,14.0
M3R , pm4d          ,chemical,6,herm_full_edgelist_MODIFIED.csv,
M3R , pm4vr         ,chemical,1,herm_full_edgelist_MODIFIED.csv,
M4 , I4            ,chemical,5,herm_full_edgelist_MODIFIED.csv,18.0
M4 , I5            ,chemical,1,herm_full_edgelist_MODIFIED.csv,8.0
M4 , M2L           ,chemical,1,herm_full_edgelist_MODIFIED.csv,16.0
M4 , M3L           ,chemical,1,herm_full_edgelist_MODIFIED.csv,13.0
M4 , M4            ,chemical,15,herm_full_edgelist_MODIFIED.csv,17.0
M4 , MCL           ,chemical,1,herm_full_edgelist_MODIFIED.csv,9.0
M4 , pm4vr         ,chemical,1,herm_full_edgelist_MODIFIED.csv,11.0
M4 , pm5d          ,chemical,69,herm_full_edgelist_MODIFIED.csv,11.0
M4 , pm5vl         ,chemical,50,herm_full_edgelist_MODIFIED.csv,17.0
M4 , pm5vr         ,chemical,72,herm_full_edgelist_MODIFIED.csv,17.0
M5 , pm5vl         ,chemical,1,herm_full_edgelist_MODIFIED.csv,
M5 , pm5vr         ,chemical,3,herm_full_edgelist_MODIFIED.csv,17.0
M5 , pm6d          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
M5 , pm6vl         ,chemical,2,herm_full_edgelist_MODIFIED.csv,5.0
M5 , pm6vr         ,chemical,2,herm_full_edgelist_MODIFIED.csv,11.0
M5 , pm7d          ,chemical,3,herm_full_edgelist_MODIFIED.csv,15.0
M5 , pm7vr         ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
MCL , mc2dr         ,chemical,7,herm_full_edgelist_MODIFIED.csv,8.0
MCL , mc2v          ,chemical,13,herm_full_edgelist_MODIFIED.csv,18.0
MCR , mc2dl         ,chemical,6,herm_full_edgelist_MODIFIED.csv,17.0
MCR , mc2dr         ,chemical,4,herm_full_edgelist_MODIFIED.csv,17.0
MCR , mc2v          ,chemical,11,herm_full_edgelist_MODIFIED.csv,18.0
MI , I1L           ,chemical,1,herm_full_edgelist_MODIFIED.csv,12.0
MI , I3            ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
MI , I4            ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
MI , M1            ,chemical,7,herm_full_edgelist_MODIFIED.csv,17.0
MI , M2L           ,chemical,3,herm_full_edgelist_MODIFIED.csv,16.0
MI , M2R           ,chemical,2,herm_full_edgelist_MODIFIED.csv,11.0
MI , M3L           ,chemical,2,herm_full_edgelist_MODIFIED.csv,13.0
MI , MCL           ,chemical,3,herm_full_edgelist_MODIFIED.csv,13.0
MI , NSML          ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
MI , NSMR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
MI , pm4d          ,chemical,2,herm_full_edgelist_MODIFIED.csv,
MI , pm4vl         ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
MI , pm4vr         ,chemical,7,herm_full_edgelist_MODIFIED.csv,15.0
MI , pm5d          ,chemical,5,herm_full_edgelist_MODIFIED.csv,15.0
NSML , I4            ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
NSML , M3L           ,chemical,21,herm_full_edgelist_MODIFIED.csv,17.0
NSML , M3R           ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
NSML , M4            ,chemical,13,herm_full_edgelist_MODIFIED.csv,19.0
NSML , NSMR          ,chemical,7,herm_full_edgelist_MODIFIED.csv,19.0
NSML , pm4vl         ,chemical,2,herm_full_edgelist_MODIFIED.csv,19.0
NSML , pm5d          ,chemical,38,herm_full_edgelist_MODIFIED.csv,15.0
NSML , pm5vl         ,chemical,63,herm_full_edgelist_MODIFIED.csv,19.0
NSML , pm5vr         ,chemical,8,herm_full_edgelist_MODIFIED.csv,18.0
NSMR , I2L           ,chemical,1,herm_full_edgelist_MODIFIED.csv,10.0
NSMR , I2R           ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
NSMR , I4            ,chemical,3,herm_full_edgelist_MODIFIED.csv,16.0
NSMR , I6            ,chemical,4,herm_full_edgelist_MODIFIED.csv,18.0
NSMR , M3R           ,chemical,24,herm_full_edgelist_MODIFIED.csv,19.0
NSMR , pm4d          ,chemical,3,herm_full_edgelist_MODIFIED.csv,19.0
NSMR , pm5d          ,chemical,9,herm_full_edgelist_MODIFIED.csv,14.0
NSMR , pm5vl         ,chemical,1,herm_full_edgelist_MODIFIED.csv,14.0
NSMR , pm5vr         ,chemical,53,herm_full_edgelist_MODIFIED.csv,18.0
ADFL , ADLL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,16.0
ADFL , AWBL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
ADFL , AWCR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
ADFL , AFDL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,8.0
ADFL , URXL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
ADFL , AUAL          ,chemical,12,herm_full_edgelist_MODIFIED.csv,19.0
ADFL , AIAL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
ADFL , AIBL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,14.0
ADFL , AIBR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,16.0
ADFL , AIZL          ,chemical,39,herm_full_edgelist_MODIFIED.csv,14.0
ADFL , ADAL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
ADFL , RIAL          ,chemical,46,herm_full_edgelist_MODIFIED.csv,18.0
ADFL , RIBL          ,chemical,4,herm_full_edgelist_MODIFIED.csv,2.0
ADFL , RIGL          ,chemical,4,herm_full_edgelist_MODIFIED.csv,12.0
ADFL , RIGR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
ADFL , RIR           ,chemical,4,herm_full_edgelist_MODIFIED.csv,19.0
ADFL , RIVL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,19.0
ADFL , SMBDL         ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
ADFL , SMBVL         ,chemical,9,herm_full_edgelist_MODIFIED.csv,14.0
ADFL , SMDVL         ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
ADFR , ADFR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
ADFR , ASHR          ,chemical,6,herm_full_edgelist_MODIFIED.csv,18.0
ADFR , AWAR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,8.0
ADFR , AWBR          ,chemical,4,herm_full_edgelist_MODIFIED.csv,13.0
ADFR , AWCR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,16.0
ADFR , AFDR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
ADFR , OLQVR         ,chemical,1,herm_full_edgelist_MODIFIED.csv,12.0
ADFR , BAGL          ,chemical,6,herm_full_edgelist_MODIFIED.csv,18.0
ADFR , URXR          ,chemical,10,herm_full_edgelist_MODIFIED.csv,13.0
ADFR , URYVR         ,chemical,2,herm_full_edgelist_MODIFIED.csv,10.0
ADFR , AUAR          ,chemical,9,herm_full_edgelist_MODIFIED.csv,18.0
ADFR , AIYR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
ADFR , AIZR          ,chemical,37,herm_full_edgelist_MODIFIED.csv,12.0
ADFR , ADAR          ,chemical,4,herm_full_edgelist_MODIFIED.csv,14.0
ADFR , RIAR          ,chemical,61,herm_full_edgelist_MODIFIED.csv,18.0
ADFR , RIGR          ,chemical,24,herm_full_edgelist_MODIFIED.csv,12.0
ADFR , RIH           ,chemical,2,herm_full_edgelist_MODIFIED.csv,16.0
ADFR , RIR           ,chemical,7,herm_full_edgelist_MODIFIED.csv,18.0
ADFR , AVHL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,16.0
ADFR , PVPR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
ADFR , SMBDR         ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
ADFR , SMBVR         ,chemical,19,herm_full_edgelist_MODIFIED.csv,18.0
ADLL , ASEL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,12.0
ADLL , ASER          ,chemical,12,herm_full_edgelist_MODIFIED.csv,16.0
ADLL , ASGL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
ADLL , ASHL          ,chemical,6,herm_full_edgelist_MODIFIED.csv,12.0
ADLL , AWAL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,15.0
ADLL , AWBL          ,chemical,3,herm_full_edgelist_MODIFIED.csv,17.0
ADLL , AWCL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,11.0
ADLL , OLQVL         ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
ADLL , AIAL          ,chemical,19,herm_full_edgelist_MODIFIED.csv,17.0
ADLL , AIBL          ,chemical,26,herm_full_edgelist_MODIFIED.csv,9.0
ADLL , ADAL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,15.0
ADLL , ALA           ,chemical,5,herm_full_edgelist_MODIFIED.csv,14.0
ADLL , RIAL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,11.0
ADLL , RIGL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
ADLL , RIR           ,chemical,1,herm_full_edgelist_MODIFIED.csv,15.0
ADLL , RIPL          ,chemical,3,herm_full_edgelist_MODIFIED.csv,11.0
ADLL , AVJL          ,chemical,3,herm_full_edgelist_MODIFIED.csv,17.0
ADLL , AVJR          ,chemical,9,herm_full_edgelist_MODIFIED.csv,17.0
ADLL , AVAL          ,chemical,9,herm_full_edgelist_MODIFIED.csv,3.0
ADLL , AVAR          ,chemical,5,herm_full_edgelist_MODIFIED.csv,9.0
ADLL , AVBL          ,chemical,12,herm_full_edgelist_MODIFIED.csv,11.0
ADLL , AVDL          ,chemical,4,herm_full_edgelist_MODIFIED.csv,18.0
ADLL , AVDR          ,chemical,15,herm_full_edgelist_MODIFIED.csv,13.0
ADLL , SMBVL         ,chemical,5,herm_full_edgelist_MODIFIED.csv,11.0
ADLR , ADLR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,13.0
ADLR , ASER          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
ADLR , ASHR          ,chemical,4,herm_full_edgelist_MODIFIED.csv,18.0
ADLR , AWCR          ,chemical,7,herm_full_edgelist_MODIFIED.csv,15.0
ADLR , OLQVR         ,chemical,1,herm_full_edgelist_MODIFIED.csv,13.0
ADLR , OLLR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,11.0
ADLR , CEPVR         ,chemical,1,herm_full_edgelist_MODIFIED.csv,13.0
ADLR , URXR          ,chemical,8,herm_full_edgelist_MODIFIED.csv,12.0
ADLR , AIAR          ,chemical,22,herm_full_edgelist_MODIFIED.csv,
ADLR , AIBR          ,chemical,27,herm_full_edgelist_MODIFIED.csv,17.0
ADLR , ADAR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
ADLR , RICL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
ADLR , RICR          ,chemical,5,herm_full_edgelist_MODIFIED.csv,17.0
ADLR , RIFR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
ADLR , URBR          ,chemical,6,herm_full_edgelist_MODIFIED.csv,18.0
ADLR , RIPR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
ADLR , AVJL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
ADLR , AVJR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,17.0
ADLR , PVCL          ,chemical,3,herm_full_edgelist_MODIFIED.csv,7.0
ADLR , AVAR          ,chemical,8,herm_full_edgelist_MODIFIED.csv,15.0
ADLR , AVBL          ,chemical,3,herm_full_edgelist_MODIFIED.csv,
ADLR , AVBR          ,chemical,7,herm_full_edgelist_MODIFIED.csv,
ADLR , AVDL          ,chemical,26,herm_full_edgelist_MODIFIED.csv,17.0
ADLR , AVDR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,10.0
ADLR , SIBVL         ,chemical,2,herm_full_edgelist_MODIFIED.csv,11.0
ADLR , SMBVR         ,chemical,5,herm_full_edgelist_MODIFIED.csv,15.0
ASEL , ADFR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,5.0
ASEL , ASER          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
ASEL , ASJL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
ASEL , AWBL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,11.0
ASEL , AWCL          ,chemical,16,herm_full_edgelist_MODIFIED.csv,17.0
ASEL , AWCR          ,chemical,11,herm_full_edgelist_MODIFIED.csv,13.0
ASEL , AFDR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,15.0
ASEL , IL2R          ,chemical,1,herm_full_edgelist_MODIFIED.csv,13.0
ASEL , OLLR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
ASEL , AIAL          ,chemical,6,herm_full_edgelist_MODIFIED.csv,13.0
ASEL , AIBL          ,chemical,16,herm_full_edgelist_MODIFIED.csv,15.0
ASEL , AIBR          ,chemical,13,herm_full_edgelist_MODIFIED.csv,17.0
ASEL , AIYL          ,chemical,32,herm_full_edgelist_MODIFIED.csv,17.0
ASEL , AIYR          ,chemical,21,herm_full_edgelist_MODIFIED.csv,17.0
ASEL , AIZL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
ASEL , RIAR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
ASEL , RIR           ,chemical,1,herm_full_edgelist_MODIFIED.csv,13.0
ASER , ADLL          ,chemical,4,herm_full_edgelist_MODIFIED.csv,15.0
ASER , ADLR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,16.0
ASER , ASEL          ,chemical,3,herm_full_edgelist_MODIFIED.csv,18.0
ASER , ASHR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,
ASER , ASKL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,11.0
ASER , AWAR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,13.0
ASER , AWCL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,15.0
ASER , AWCR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,13.0
ASER , AFDL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
ASER , AFDR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,13.0
ASER , AIAL          ,chemical,8,herm_full_edgelist_MODIFIED.csv,15.0
ASER , AIAR          ,chemical,4,herm_full_edgelist_MODIFIED.csv,17.0
ASER , AIBL          ,chemical,4,herm_full_edgelist_MODIFIED.csv,17.0
ASER , AIBR          ,chemical,32,herm_full_edgelist_MODIFIED.csv,17.0
ASER , AIYL          ,chemical,9,herm_full_edgelist_MODIFIED.csv,16.0
ASER , AIYR          ,chemical,38,herm_full_edgelist_MODIFIED.csv,17.0
ASER , AIZL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,17.0
ASGL , ASKL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,13.0
ASGL , AIAL          ,chemical,46,herm_full_edgelist_MODIFIED.csv,15.0
ASGL , AIBL          ,chemical,17,herm_full_edgelist_MODIFIED.csv,15.0
ASGL , AINR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,18.0
ASGR , ASER          ,chemical,3,herm_full_edgelist_MODIFIED.csv,17.0
ASGR , AIAR          ,chemical,51,herm_full_edgelist_MODIFIED.csv,17.0
ASGR , AIBR          ,chemical,20,herm_full_edgelist_MODIFIED.csv,17.0
ASGR , AIYR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,15.0
ASGR , RIFR          ,chemical,14,herm_full_edgelist_MODIFIED.csv,17.0
ASHL , ADFL          ,chemical,6,herm_full_edgelist_MODIFIED.csv,17.0
ASHL , ADLL          ,chemical,6,herm_full_edgelist_MODIFIED.csv,
ASHL , ASKL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,15.0
ASHL , URXL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,11.0
ASHL , AIAL          ,chemical,24,herm_full_edgelist_MODIFIED.csv,15.0
ASHL , AIBL          ,chemical,13,herm_full_edgelist_MODIFIED.csv,9.0
ASHL , AIZL          ,chemical,3,herm_full_edgelist_MODIFIED.csv,9.0
ASHL , ADAL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
ASHL , RIAL          ,chemical,9,herm_full_edgelist_MODIFIED.csv,17.0
ASHL , RIR           ,chemical,4,herm_full_edgelist_MODIFIED.csv,15.0
ASHL , RIPL          ,chemical,4,herm_full_edgelist_MODIFIED.csv,17.0
ASHL , AVFL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
ASHL , AVHR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,13.0
ASHL , AVAL          ,chemical,15,herm_full_edgelist_MODIFIED.csv,17.0
ASHL , AVAR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,11.0
ASHL , AVBL          ,chemical,14,herm_full_edgelist_MODIFIED.csv,
ASHL , AVDL          ,chemical,7,herm_full_edgelist_MODIFIED.csv,11.0
ASHL , AVDR          ,chemical,20,herm_full_edgelist_MODIFIED.csv,9.0
ASHL , RIML          ,chemical,4,herm_full_edgelist_MODIFIED.csv,9.0
ASHL , HSNL          ,chemical,2,herm_full_edgelist_MODIFIED.csv,11.0
ASHR , ADFR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,9.0
ASHR , ADLR          ,chemical,13,herm_full_edgelist_MODIFIED.csv,17.0
ASHR , ASHR          ,chemical,2,herm_full_edgelist_MODIFIED.csv,17.0
ASHR , AWAR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
ASHR , AWBL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
ASHR , AIAR          ,chemical,28,herm_full_edgelist_MODIFIED.csv,
ASHR , AIBR          ,chemical,7,herm_full_edgelist_MODIFIED.csv,12.0
ASHR , ADAR          ,chemical,5,herm_full_edgelist_MODIFIED.csv,16.0
ASHR , RIAR          ,chemical,3,herm_full_edgelist_MODIFIED.csv,18.0
ASHR , RMGR          ,chemical,6,herm_full_edgelist_MODIFIED.csv,18.0
ASHR , AVHL          ,chemical,1,herm_full_edgelist_MODIFIED.csv,15.0
ASHR , PVPR          ,chemical,1,herm_full_edgelist_MODIFIED.csv,18.0
